answers_keys_json,board_id,columns_json,date,grid_id,rows_json
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",135,"[{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0},{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1}]",2024-08-19,135,"[{""id"":""has_nuclear_weapons"",""name"":""Has nuclear weapons"",""variantId"":null},{""id"":""continent"",""name"":""In South America"",""variantId"":4},{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",136,"[{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""starting_letter"",""name"":""Starts with letter M"",""variantId"":10},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]",2024-08-20,136,"[{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""population_under_x"",""name"":""Population under 1 million"",""variantId"":1},{""id"":""color_on_flag"",""name"":""Flag with green"",""variantId"":4}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",137,"[{""id"":""starting_letter"",""name"":""Starts with letter A"",""variantId"":0},{""id"":""hosted_olympics"",""name"":""Has hosted the Olympics"",""variantId"":null},{""id"":""top_20_population_density"",""name"":""Top 20 in population density"",""variantId"":null}]",2024-08-21,137,"[{""id"":""size_under_x"",""name"":""Area less than 1 million km²"",""variantId"":7},{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1},{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $30k"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",138,"[{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 2-3 countries"",""variantId"":1},{""id"":""continent"",""name"":""In Asia"",""variantId"":0}]",2024-08-22,138,"[{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null},{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null},{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",139,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1},{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.55"",""variantId"":3}]",2024-08-23,139,"[{""id"":""name_start_end_same_letter"",""name"":""Starts and ends with the same letter"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0},{""id"":""50_plus_skyscrapers"",""name"":""Has 50+ skyscrapers"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",140,"[{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""observes_dst"",""name"":""Observes Daylight Savings Time"",""variantId"":null},{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}]",2024-08-24,140,"[{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2},{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",141,"[{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1},{""id"":""hosted_f1"",""name"":""Has hosted a Formula 1 Grand Prix"",""variantId"":null}]",2024-08-25,141,"[{""id"":""won_world_cup"",""name"":""Has won the Men's FIFA World Cup"",""variantId"":null},{""id"":""population_over_x"",""name"":""Population over 50 million"",""variantId"":6},{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",142,"[{""id"":""bottom_20_population_density"",""name"":""Bottom 20 in population density"",""variantId"":null},{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}]",2024-08-26,142,"[{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $10k"",""variantId"":1},{""id"":""flag_has_x_or_more_colors"",""name"":""Flag with 5+ colors"",""variantId"":0},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",143,"[{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0},{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]",2024-08-27,143,"[{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null},{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1},{""id"":""continent"",""name"":""In Asia"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",144,"[{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null},{""id"":""continent"",""name"":""In Oceania"",""variantId"":6}]",2024-08-28,144,"[{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0},{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null},{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",145,"[{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""population_under_x"",""name"":""Population under 1 million"",""variantId"":1},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]",2024-08-29,145,"[{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""continent"",""name"":""In Europe"",""variantId"":1},{""id"":""starting_letter"",""name"":""Starts with letter B"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",146,"[{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0},{""id"":""flag_has_x_or_more_colors"",""name"":""Flag with 5+ colors"",""variantId"":0}]",2024-08-30,146,"[{""id"":""ending_letter"",""name"":""Ends with letter S"",""variantId"":9},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 4-5 countries"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",147,"[{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13},{""id"":""borders_x"",""name"":""Borders China"",""variantId"":1},{""id"":""continent"",""name"":""In South America"",""variantId"":4}]",2024-08-31,147,"[{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.65"",""variantId"":5},{""id"":""color_on_flag"",""name"":""Flag with red"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",148,"[{""id"":""population_over_x"",""name"":""Population over 5 million"",""variantId"":3},{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null},{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}]",2024-09-01,148,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 4 colors"",""variantId"":2},{""id"":""name_start_end_same_letter"",""name"":""Starts and ends with the same letter"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 1-2 countries"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",149,"[{""id"":""captial_population_under_x"",""name"":""Capital city population under 5 million"",""variantId"":6},{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $30k"",""variantId"":3},{""id"":""color_on_flag"",""name"":""Flag with white"",""variantId"":3}]",2024-09-02,149,"[{""id"":""top_20_chocolate_consumption"",""name"":""Top 20 in chocolate consumption per capita"",""variantId"":null},{""id"":""bottom_20_population_density"",""name"":""Bottom 20 in population density"",""variantId"":null},{""id"":""has_nuclear_weapons"",""name"":""Has nuclear weapons"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",150,"[{""id"":""top_20_population_density"",""name"":""Top 20 in population density"",""variantId"":null},{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null},{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}]",2024-09-03,150,"[{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""population_over_x"",""name"":""Population over 2 million"",""variantId"":2},{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",151,"[{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2},{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0},{""id"":""borders_x"",""name"":""Borders Brazil"",""variantId"":2}]",2024-09-04,151,"[{""id"":""size_over_x"",""name"":""Area greater than 10,000 km²"",""variantId"":2},{""id"":""color_on_flag"",""name"":""Flag with white"",""variantId"":3},{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",152,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 4 colors"",""variantId"":2},{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3},{""id"":""touches_sahara"",""name"":""Touches the Sahara Desert"",""variantId"":null}]",2024-09-05,152,"[{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0},{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",153,"[{""id"":""size_under_x"",""name"":""Area less than 5,000 km²"",""variantId"":1},{""id"":""borders_x_to_y"",""name"":""Borders 4-5 countries"",""variantId"":3},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]",2024-09-06,153,"[{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null},{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",154,"[{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 100 km"",""variantId"":0},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}]",2024-09-07,154,"[{""id"":""name_start_end_same_letter"",""name"":""Starts and ends with the same letter"",""variantId"":null},{""id"":""ending_letter"",""name"":""Ends with letter E"",""variantId"":3},{""id"":""name_length"",""name"":""Name is 5 letters long"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",155,"[{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1},{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0},{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null}]",2024-09-08,155,"[{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0},{""id"":""capital_population_over_x"",""name"":""Capital city population over 100k"",""variantId"":1},{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.8"",""variantId"":8}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",156,"[{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4},{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null},{""id"":""color_on_flag"",""name"":""Flag with white"",""variantId"":3}]",2024-09-09,156,"[{""id"":""won_world_cup"",""name"":""Has won the Men's FIFA World Cup"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 5-6 countries"",""variantId"":4},{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",157,"[{""id"":""continent"",""name"":""In North America"",""variantId"":3},{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null},{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $10k"",""variantId"":1}]",2024-09-10,157,"[{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null},{""id"":""flag_has_x_or_more_colors"",""name"":""Flag with 5+ colors"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",158,"[{""id"":""size_under_x"",""name"":""Area less than 20 million km²"",""variantId"":11},{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1},{""id"":""population_under_x"",""name"":""Population under 200 million"",""variantId"":8}]",2024-09-11,158,"[{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0},{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null},{""id"":""borders_x"",""name"":""Borders Brazil"",""variantId"":2}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",159,"[{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2},{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}]",2024-09-12,159,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1},{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0},{""id"":""starting_letter"",""name"":""Starts with letter B"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",160,"[{""id"":""starting_letter"",""name"":""Starts with letter C"",""variantId"":2},{""id"":""borders_x_to_y"",""name"":""Borders 2-3 countries"",""variantId"":1},{""id"":""bottom_20_population_density"",""name"":""Bottom 20 in population density"",""variantId"":null}]",2024-09-13,160,"[{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null},{""id"":""continent"",""name"":""In Africa"",""variantId"":2},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",161,"[{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2},{""id"":""population_under_x"",""name"":""Population under 10 million"",""variantId"":4},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}]",2024-09-14,161,"[{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0},{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null},{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",162,"[{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null},{""id"":""color_on_flag"",""name"":""Flag with black"",""variantId"":5}]",2024-09-15,162,"[{""id"":""continent"",""name"":""In North America"",""variantId"":3},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2},{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",163,"[{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null},{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.6"",""variantId"":4}]",2024-09-16,163,"[{""id"":""population_under_x"",""name"":""Population under 10 million"",""variantId"":4},{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",164,"[{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 100 km"",""variantId"":0},{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $40k"",""variantId"":4},{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}]",2024-09-17,164,"[{""id"":""continent"",""name"":""In South America"",""variantId"":4},{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null},{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",165,"[{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0},{""id"":""continent"",""name"":""In Asia"",""variantId"":0},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}]",2024-09-18,165,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 4 colors"",""variantId"":2},{""id"":""size_over_x"",""name"":""Area greater than 500,000 km²"",""variantId"":6},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",166,"[{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null},{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null},{""id"":""50_plus_skyscrapers"",""name"":""Has 50+ skyscrapers"",""variantId"":null}]",2024-09-19,166,"[{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 1,000 km"",""variantId"":2},{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null},{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $40k"",""variantId"":4}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",167,"[{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null},{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null},{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}]",2024-09-20,167,"[{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0},{""id"":""olympic_medals_over_x"",""name"":""More than 30 Olympic medals"",""variantId"":2},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.8"",""variantId"":8}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",168,"[{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0},{""id"":""top_20_chocolate_consumption"",""name"":""Top 20 in chocolate consumption per capita"",""variantId"":null},{""id"":""flag_has_x_or_more_colors"",""name"":""Flag with 5+ colors"",""variantId"":0}]",2024-09-21,168,"[{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 1,000 km"",""variantId"":2},{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",169,"[{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null},{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.65"",""variantId"":5},{""id"":""olympic_medals_over_x"",""name"":""More than 20 Olympic medals"",""variantId"":1}]",2024-09-22,169,"[{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""flag_has_x_colors"",""name"":""Flag with only 4 colors"",""variantId"":2},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",170,"[{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1},{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $30k"",""variantId"":3},{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}]",2024-09-23,170,"[{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",171,"[{""id"":""capital_population_over_x"",""name"":""Capital city population over 2 million"",""variantId"":5},{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5},{""id"":""name_length"",""name"":""Name is 6 letters long"",""variantId"":2}]",2024-09-24,171,"[{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 5,000 km"",""variantId"":4},{""id"":""size_under_x"",""name"":""Area less than 200,000 km²"",""variantId"":5}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",172,"[{""id"":""olympic_medals_over_x"",""name"":""More than 40 Olympic medals"",""variantId"":3},{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2},{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}]",2024-09-25,172,"[{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1},{""id"":""size_under_x"",""name"":""Area less than 100,000 km²"",""variantId"":4},{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",173,"[{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.75"",""variantId"":7},{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}]",2024-09-26,173,"[{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null},{""id"":""top_20_alcohol_consumption"",""name"":""Top 20 in alcohol consumption per capita"",""variantId"":null},{""id"":""capital_population_over_x"",""name"":""Capital city population over 2 million"",""variantId"":5}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",174,"[{""id"":""touches_sahara"",""name"":""Touches the Sahara Desert"",""variantId"":null},{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0},{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}]",2024-09-27,174,"[{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $10k"",""variantId"":1},{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0},{""id"":""size_over_x"",""name"":""Area greater than 200,000 km²"",""variantId"":5}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",175,"[{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null},{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 500 km"",""variantId"":1},{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}]",2024-09-28,175,"[{""id"":""name_start_end_same_letter"",""name"":""Starts and ends with the same letter"",""variantId"":null},{""id"":""continent"",""name"":""In North America"",""variantId"":3},{""id"":""50_plus_skyscrapers"",""name"":""Has 50+ skyscrapers"",""variantId"":null}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",176,"[{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13},{""id"":""olympic_medals_over_x"",""name"":""More than 30 Olympic medals"",""variantId"":2}]",2024-09-29,176,"[{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null},{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null},{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}]"
"[""match_box_1"",""match_box_2"",""match_box_3"",""match_box_4"",""match_box_5"",""match_box_6"",""match_box_7"",""match_box_8"",""match_box_9""]",177,"[{""id"":""size_over_x"",""name"":""Area greater than 200,000 km²"",""variantId"":5},{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.85"",""variantId"":9},{""id"":""borders_x_to_y"",""name"":""Borders 4-5 countries"",""variantId"":3}]",2024-09-30,177,"[{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null},{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null},{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0}]"
