board_id,axis,idx,prompt_id,variantId,name,prompt_json
157,row,1,commonwealth_member,,Member of the Commonwealth,"{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null}"
157,row,2,flag_has_x_or_more_colors,0,Flag with 5+ colors,"{""id"":""flag_has_x_or_more_colors"",""name"":""Flag with 5+ colors"",""variantId"":0}"
157,col,0,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
157,col,1,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
157,col,2,gdp_per_capita_over_x,1,GDP per capita over $10k,"{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $10k"",""variantId"":1}"
158,row,0,borders_x,0,Borders Russia,"{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0}"
158,row,1,was_ussr,,Was part of the USSR,"{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null}"
158,row,2,borders_x,2,Borders Brazil,"{""id"":""borders_x"",""name"":""Borders Brazil"",""variantId"":2}"
158,col,0,size_under_x,11,Area less than 20 million km²,"{""id"":""size_under_x"",""name"":""Area less than 20 million km²"",""variantId"":11}"
158,col,1,color_on_flag,1,Flag with blue,"{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1}"
158,col,2,population_under_x,8,Population under 200 million,"{""id"":""population_under_x"",""name"":""Population under 200 million"",""variantId"":8}"
159,row,0,flag_has_x_colors,1,Flag with only 3 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}"
159,row,1,coastline_on_x,0,Coastline on the Mediterranean Sea,"{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0}"
159,row,2,starting_letter,1,Starts with letter B,"{""id"":""starting_letter"",""name"":""Starts with letter B"",""variantId"":1}"
159,col,0,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
159,col,1,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
159,col,2,name_length,3,Name is 7 letters long,"{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}"
160,row,0,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
160,row,1,continent,2,In Africa,"{""id"":""continent"",""name"":""In Africa"",""variantId"":2}"
160,row,2,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
160,col,0,starting_letter,2,Starts with letter C,"{""id"":""starting_letter"",""name"":""Starts with letter C"",""variantId"":2}"
160,col,1,borders_x_to_y,1,Borders 2-3 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 2-3 countries"",""variantId"":1}"
160,col,2,bottom_20_population_density,,Bottom 20 in population density,"{""id"":""bottom_20_population_density"",""name"":""Bottom 20 in population density"",""variantId"":null}"
161,row,0,borders_x_or_more,0,Borders 5+ countries,"{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}"
161,row,1,was_ussr,,Was part of the USSR,"{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null}"
161,row,2,name_length,3,Name is 7 letters long,"{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}"
161,col,0,color_on_flag,2,Flag with yellow,"{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}"
161,col,1,population_under_x,4,Population under 10 million,"{""id"":""population_under_x"",""name"":""Population under 10 million"",""variantId"":4}"
161,col,2,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
162,row,0,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
162,row,1,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
162,row,2,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
162,col,0,is_monarchy,,Is a monarchy,"{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}"
162,col,1,capital_not_most_populated_city,,Capital is not the most populated city,"{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}"
162,col,2,color_on_flag,5,Flag with black,"{""id"":""color_on_flag"",""name"":""Flag with black"",""variantId"":5}"
163,row,0,population_under_x,4,Population under 10 million,"{""id"":""population_under_x"",""name"":""Population under 10 million"",""variantId"":4}"
163,row,1,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
163,row,2,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
163,col,0,in_eu,,Member of the European Union,"{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null}"
163,col,1,flag_has_animal,,Flag with an animal,"{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}"
163,col,2,hdi_under_x,4,Human Development Index under 0.6,"{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.6"",""variantId"":4}"
164,row,0,continent,4,In South America,"{""id"":""continent"",""name"":""In South America"",""variantId"":4}"
164,row,1,top_20_tourism,,Top 20 in annual tourist arrivals,"{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null}"
164,row,2,borders_x,0,Borders Russia,"{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0}"
164,col,0,coastline_length_over_x,0,"Has coastline, with length greater than 100 km","{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 100 km"",""variantId"":0}"
164,col,1,gdp_per_capita_under_x,4,GDP per capita under $40k,"{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $40k"",""variantId"":4}"
164,col,2,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
165,row,0,flag_has_x_colors,2,Flag with only 4 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 4 colors"",""variantId"":2}"
165,row,1,size_over_x,6,"Area greater than 500,000 km²","{""id"":""size_over_x"",""name"":""Area greater than 500,000 km²"",""variantId"":6}"
165,row,2,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
165,col,0,coastline_on_x,0,Coastline on the Mediterranean Sea,"{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0}"
165,col,1,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
165,col,2,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
166,row,0,coastline_length_over_x,2,"Has coastline, with length greater than 1,000 km","{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 1,000 km"",""variantId"":2}"
166,row,1,played_world_cup,,Has played in the Men's FIFA World Cup,"{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}"
166,row,2,gdp_per_capita_over_x,4,GDP per capita over $40k,"{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $40k"",""variantId"":4}"
166,col,0,is_monarchy,,Is a monarchy,"{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}"
166,col,1,commonwealth_member,,Member of the Commonwealth,"{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null}"
166,col,2,50_plus_skyscrapers,,Has 50+ skyscrapers,"{""id"":""50_plus_skyscrapers"",""name"":""Has 50+ skyscrapers"",""variantId"":null}"
167,row,0,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
167,row,1,olympic_medals_over_x,2,More than 30 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 30 Olympic medals"",""variantId"":2}"
167,row,2,hdi_over_x,8,Human Development Index over 0.8,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.8"",""variantId"":8}"
167,col,0,flag_rwb,,"Flag with only red, white, and blue","{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null}"
167,col,1,was_ussr,,Was part of the USSR,"{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null}"
167,col,2,coastline_on_x,1,Coastline on the Indian Ocean,"{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}"
168,row,0,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
168,row,1,coastline_length_over_x,2,"Has coastline, with length greater than 1,000 km","{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 1,000 km"",""variantId"":2}"
168,row,2,name_length,3,Name is 7 letters long,"{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}"
168,col,0,official_language,0,Arabic is an official language,"{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0}"
168,col,1,top_20_chocolate_consumption,,Top 20 in chocolate consumption per capita,"{""id"":""top_20_chocolate_consumption"",""name"":""Top 20 in chocolate consumption per capita"",""variantId"":null}"
168,col,2,flag_has_x_or_more_colors,0,Flag with 5+ colors,"{""id"":""flag_has_x_or_more_colors"",""name"":""Flag with 5+ colors"",""variantId"":0}"
169,row,0,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
169,row,1,flag_has_x_colors,2,Flag with only 4 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 4 colors"",""variantId"":2}"
169,row,2,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
169,col,0,flag_has_coat_of_arms,,Flag with a coat of arms,"{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null}"
169,col,1,hdi_under_x,5,Human Development Index under 0.65,"{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.65"",""variantId"":5}"
169,col,2,olympic_medals_over_x,1,More than 20 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 20 Olympic medals"",""variantId"":1}"
170,row,0,commonwealth_member,,Member of the Commonwealth,"{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null}"
170,row,1,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
170,row,2,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
170,col,0,coastline_on_x,1,Coastline on the Indian Ocean,"{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}"
170,col,1,gdp_per_capita_over_x,3,GDP per capita over $30k,"{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $30k"",""variantId"":3}"
170,col,2,flag_has_animal,,Flag with an animal,"{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}"
171,row,0,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
171,row,1,coastline_length_over_x,4,"Has coastline, with length greater than 5,000 km","{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 5,000 km"",""variantId"":4}"
171,row,2,size_under_x,5,"Area less than 200,000 km²","{""id"":""size_under_x"",""name"":""Area less than 200,000 km²"",""variantId"":5}"
171,col,0,capital_population_over_x,5,Capital city population over 2 million,"{""id"":""capital_population_over_x"",""name"":""Capital city population over 2 million"",""variantId"":5}"
171,col,1,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
171,col,2,name_length,2,Name is 6 letters long,"{""id"":""name_length"",""name"":""Name is 6 letters long"",""variantId"":2}"
172,row,0,flag_has_x_colors,1,Flag with only 3 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}"
172,row,1,size_under_x,4,"Area less than 100,000 km²","{""id"":""size_under_x"",""name"":""Area less than 100,000 km²"",""variantId"":4}"
172,row,2,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
172,col,0,olympic_medals_over_x,3,More than 40 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 40 Olympic medals"",""variantId"":3}"
172,col,1,official_language,2,French is an official language,"{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2}"
172,col,2,capital_not_most_populated_city,,Capital is not the most populated city,"{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}"
173,row,0,hosted_world_cup,,Has hosted the Men's FIFA World Cup,"{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null}"
173,row,1,top_20_alcohol_consumption,,Top 20 in alcohol consumption per capita,"{""id"":""top_20_alcohol_consumption"",""name"":""Top 20 in alcohol consumption per capita"",""variantId"":null}"
173,row,2,capital_population_over_x,5,Capital city population over 2 million,"{""id"":""capital_population_over_x"",""name"":""Capital city population over 2 million"",""variantId"":5}"
173,col,0,in_eu,,Member of the European Union,"{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null}"
173,col,1,hdi_over_x,7,Human Development Index over 0.75,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.75"",""variantId"":7}"
173,col,2,color_on_flag,2,Flag with yellow,"{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}"
174,row,0,gdp_per_capita_under_x,1,GDP per capita under $10k,"{""id"":""gdp_per_capita_under_x"",""name"":""GDP per capita under $10k"",""variantId"":1}"
174,row,1,official_language,0,Arabic is an official language,"{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0}"
174,row,2,size_over_x,5,"Area greater than 200,000 km²","{""id"":""size_over_x"",""name"":""Area greater than 200,000 km²"",""variantId"":5}"
174,col,0,touches_sahara,,Touches the Sahara Desert,"{""id"":""touches_sahara"",""name"":""Touches the Sahara Desert"",""variantId"":null}"
174,col,1,flag_has_x_colors,0,Flag with only 2 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0}"
174,col,2,is_monarchy,,Is a monarchy,"{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}"
175,row,0,name_start_end_same_letter,,Starts and ends with the same letter,"{""id"":""name_start_end_same_letter"",""name"":""Starts and ends with the same letter"",""variantId"":null}"
175,row,1,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
175,row,2,50_plus_skyscrapers,,Has 50+ skyscrapers,"{""id"":""50_plus_skyscrapers"",""name"":""Has 50+ skyscrapers"",""variantId"":null}"
175,col,0,played_world_cup,,Has played in the Men's FIFA World Cup,"{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}"
175,col,1,coastline_length_over_x,1,"Has coastline, with length greater than 500 km","{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 500 km"",""variantId"":1}"
175,col,2,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
176,row,0,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
176,row,1,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
176,row,2,flag_has_x_colors,1,Flag with only 3 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}"
176,col,0,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
176,col,1,starting_letter,13,Starts with letter S,"{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13}"
176,col,2,olympic_medals_over_x,2,More than 30 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 30 Olympic medals"",""variantId"":2}"
177,row,0,in_eu,,Member of the European Union,"{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null}"
177,row,1,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
177,row,2,name_x_plus_letters_long,0,Name is 10+ letters long,"{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0}"
177,col,0,size_over_x,5,"Area greater than 200,000 km²","{""id"":""size_over_x"",""name"":""Area greater than 200,000 km²"",""variantId"":5}"
177,col,1,hdi_over_x,9,Human Development Index over 0.85,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.85"",""variantId"":9}"
177,col,2,borders_x_to_y,3,Borders 4-5 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 4-5 countries"",""variantId"":3}"
178,row,0,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
178,row,1,borders_x_or_more,0,Borders 5+ countries,"{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}"
178,row,2,played_world_cup,,Has played in the Men's FIFA World Cup,"{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}"
178,col,0,official_language,1,Spanish is an official language,"{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1}"
178,col,1,flag_has_coat_of_arms,,Flag with a coat of arms,"{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null}"
178,col,2,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
179,row,0,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
179,row,1,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
179,row,2,color_on_flag,2,Flag with yellow,"{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}"
179,col,0,hosted_olympics,,Has hosted the Olympics,"{""id"":""hosted_olympics"",""name"":""Has hosted the Olympics"",""variantId"":null}"
179,col,1,official_language,2,French is an official language,"{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2}"
179,col,2,coastline_length_over_x,3,"Has coastline, with length greater than 2,000 km","{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 2,000 km"",""variantId"":3}"
180,row,0,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
180,row,1,flag_has_x_colors,1,Flag with only 3 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}"
180,row,2,size_under_x,3,"Area less than 50,000 km²","{""id"":""size_under_x"",""name"":""Area less than 50,000 km²"",""variantId"":3}"
180,col,0,top_20_population_density,,Top 20 in population density,"{""id"":""top_20_population_density"",""name"":""Top 20 in population density"",""variantId"":null}"
180,col,1,coastline_on_x,1,Coastline on the Indian Ocean,"{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}"
180,col,2,hdi_under_x,5,Human Development Index under 0.65,"{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.65"",""variantId"":5}"
181,row,0,no_olympic_medals,,Has never won an Olympic medal,"{""id"":""no_olympic_medals"",""name"":""Has never won an Olympic medal"",""variantId"":null}"
181,row,1,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
181,row,2,borders_x_to_y,0,Borders 1-2 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 1-2 countries"",""variantId"":0}"
181,col,0,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
181,col,1,flag_has_animal,,Flag with an animal,"{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}"
181,col,2,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
182,row,0,color_on_flag,1,Flag with blue,"{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1}"
182,row,1,hdi_over_x,7,Human Development Index over 0.75,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.75"",""variantId"":7}"
182,row,2,co2_emissions_per_capita_over_x,5,CO₂ emissions per capita over 5 tCO₂/year,"{""id"":""co2_emissions_per_capita_over_x"",""name"":""CO₂ emissions per capita over 5 tCO₂/year"",""variantId"":5}"
182,col,0,was_ussr,,Was part of the USSR,"{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null}"
182,col,1,capital_population_over_x,6,Capital city population over 5 million,"{""id"":""capital_population_over_x"",""name"":""Capital city population over 5 million"",""variantId"":6}"
182,col,2,top_20_obesity_rate,,Top 20 in obesity rate,"{""id"":""top_20_obesity_rate"",""name"":""Top 20 in obesity rate"",""variantId"":null}"
183,row,0,population_under_x,4,Population under 10 million,"{""id"":""population_under_x"",""name"":""Population under 10 million"",""variantId"":4}"
183,row,1,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
183,row,2,olympic_medals_over_x,4,More than 50 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 50 Olympic medals"",""variantId"":4}"
183,col,0,flag_rwb,,"Flag with only red, white, and blue","{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null}"
183,col,1,co2_emissions_per_capita_over_x,6,CO₂ emissions per capita over 7 tCO₂/year,"{""id"":""co2_emissions_per_capita_over_x"",""name"":""CO₂ emissions per capita over 7 tCO₂/year"",""variantId"":6}"
183,col,2,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
184,row,0,color_on_flag,5,Flag with black,"{""id"":""color_on_flag"",""name"":""Flag with black"",""variantId"":5}"
184,row,1,is_monarchy,,Is a monarchy,"{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}"
184,row,2,size_over_x,6,"Area greater than 500,000 km²","{""id"":""size_over_x"",""name"":""Area greater than 500,000 km²"",""variantId"":6}"
184,col,0,name_length,3,Name is 7 letters long,"{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}"
184,col,1,borders_x_to_y,2,Borders 3-4 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 3-4 countries"",""variantId"":2}"
184,col,2,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
185,row,0,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
185,row,1,hdi_under_x,5,Human Development Index under 0.65,"{""id"":""hdi_under_x"",""name"":""Human Development Index under 0.65"",""variantId"":5}"
185,row,2,played_world_cup,,Has played in the Men's FIFA World Cup,"{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}"
185,col,0,borders_x_to_y,0,Borders 1-2 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 1-2 countries"",""variantId"":0}"
185,col,1,capital_not_most_populated_city,,Capital is not the most populated city,"{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}"
185,col,2,ending_letter,3,Ends with letter E,"{""id"":""ending_letter"",""name"":""Ends with letter E"",""variantId"":3}"
186,row,0,gdp_per_capita_over_x,2,GDP per capita over $20k,"{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $20k"",""variantId"":2}"
186,row,1,size_over_x,4,"Area greater than 100,000 km²","{""id"":""size_over_x"",""name"":""Area greater than 100,000 km²"",""variantId"":4}"
186,row,2,flag_has_animal,,Flag with an animal,"{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}"
186,col,0,commonwealth_member,,Member of the Commonwealth,"{""id"":""commonwealth_member"",""name"":""Member of the Commonwealth"",""variantId"":null}"
186,col,1,name_length,3,Name is 7 letters long,"{""id"":""name_length"",""name"":""Name is 7 letters long"",""variantId"":3}"
186,col,2,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
187,row,0,borders_x_to_y,4,Borders 5-6 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 5-6 countries"",""variantId"":4}"
187,row,1,flag_rwb,,"Flag with only red, white, and blue","{""id"":""flag_rwb"",""name"":""Flag with only red, white, and blue"",""variantId"":null}"
187,row,2,is_monarchy,,Is a monarchy,"{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}"
187,col,0,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
187,col,1,no_olympic_medals,,Has never won an Olympic medal,"{""id"":""no_olympic_medals"",""name"":""Has never won an Olympic medal"",""variantId"":null}"
187,col,2,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
188,row,0,name_length,2,Name is 6 letters long,"{""id"":""name_length"",""name"":""Name is 6 letters long"",""variantId"":2}"
188,row,1,flag_has_coat_of_arms,,Flag with a coat of arms,"{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null}"
188,row,2,bottom_20_population_density,,Bottom 20 in population density,"{""id"":""bottom_20_population_density"",""name"":""Bottom 20 in population density"",""variantId"":null}"
188,col,0,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
188,col,1,hdi_over_x,8,Human Development Index over 0.8,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.8"",""variantId"":8}"
188,col,2,population_under_x,3,Population under 5 million,"{""id"":""population_under_x"",""name"":""Population under 5 million"",""variantId"":3}"
189,row,0,top_20_tourism,,Top 20 in annual tourist arrivals,"{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null}"
189,row,1,flag_has_x_colors,1,Flag with only 3 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}"
189,row,2,size_over_x,6,"Area greater than 500,000 km²","{""id"":""size_over_x"",""name"":""Area greater than 500,000 km²"",""variantId"":6}"
189,col,0,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
189,col,1,hosted_world_cup,,Has hosted the Men's FIFA World Cup,"{""id"":""hosted_world_cup"",""name"":""Has hosted the Men's FIFA World Cup"",""variantId"":null}"
189,col,2,is_monarchy,,Is a monarchy,"{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}"
190,row,0,flag_has_x_colors,2,Flag with only 4 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 4 colors"",""variantId"":2}"
190,row,1,continent,2,In Africa,"{""id"":""continent"",""name"":""In Africa"",""variantId"":2}"
190,row,2,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
190,col,0,borders_x_to_y,1,Borders 2-3 countries,"{""id"":""borders_x_to_y"",""name"":""Borders 2-3 countries"",""variantId"":1}"
190,col,1,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
190,col,2,size_under_x,3,"Area less than 50,000 km²","{""id"":""size_under_x"",""name"":""Area less than 50,000 km²"",""variantId"":3}"
191,row,0,borders_x,0,Borders Russia,"{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0}"
191,row,1,captial_population_under_x,0,Capital city population under 50k,"{""id"":""captial_population_under_x"",""name"":""Capital city population under 50k"",""variantId"":0}"
191,row,2,official_language,1,Spanish is an official language,"{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1}"
191,col,0,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
